timestamp,sleep_hours,screen_time_before_sleep,notifications_night,heart_rate,steps_today,sleep_score,deep_sleep_hours,night_phone_usage,sleep_interruption,wake_time,noise_level,ambient_light_level
2026-08-04,6.2,29,9,61.7,10827,67.2,2.5,21.2,0,6.12,6,2
2026-08-05,6.5,10,8,68.8,5884,72.2,1.6,15.0,1,6.67,3,2
2026-08-06,6.8,15,9,54.2,7836,72.6,3.1,31.3,0,6.16,2,0
2026-08-07,6.9,10,10,59.0,5998,75.1,2.2,17.6,1,6.87,6,5
2026-08-08,6.7,44,8,65.1,6143,73.8,2.4,48.0,2,6.26,7,2
2026-08-09,6.9,32,9,67.3,7140,76.1,1.3,19.9,1,6.11,3,1
2026-08-10,6.3,35,5,77.3,10880,67.4,3.2,30.5,1,6.16,1,4
2026-08-11,7.4,40,9,58.3,10209,79.4,1.5,8.7,3,7.1,5,0
2026-08-12,6.8,10,5,69.2,7850,76.7,2.6,27.5,2,6.62,2,2
2026-08-13,7.2,46,7,54.5,3687,77.7,1.6,24.1,2,6.36,4,4
2026-08-14,6.9,35,7,72.5,8785,75.1,1.8,19.2,3,6.91,2,2
2026-08-15,7.0,11,17,74.3,8739,71.6,2.5,12.5,1,6.37,6,1
2026-08-16,7.0,38,2,72.2,6132,78.8,2.6,10.4,0,7.6,2,2
2026-08-17,7.0,10,8,72.5,9661,76.5,1.5,24.2,2,5.92,4,0
2026-08-18,7.0,10,9,64.2,6094,78.9,2.6,29.4,0,6.55,2,4
2026-08-19,7.3,10,13,65.4,9655,80.3,2.6,18.1,1,5.58,2,2
2026-08-20,6.9,10,9,65.0,8482,76.8,1.6,24.3,0,6.42,2,2
2026-08-21,7.1,10,7,64.4,5080,80.4,2.9,19.4,1,5.36,4,2
2026-08-22,6.7,43,13,61.1,7277,71.0,1.4,21.5,1,7.3,5,3
2026-08-23,7.4,10,7,65.2,8289,83.7,1.8,17.0,0,7.31,4,4
2026-08-24,6.5,29,12,70.4,8600,68.7,2.3,20.3,1,7.33,3,2
2026-08-25,7.5,10,14,69.4,10066,81.0,1.7,60.5,2,6.72,3,0
2026-08-26,6.8,10,8,69.0,10315,75.3,2.2,24.7,0,6.0,5,4
2026-08-27,6.2,32,7,75.2,7522,65.9,2.2,29.7,2,6.06,5,3
2026-08-28,6.8,10,5,60.7,9118,77.4,2.0,26.6,0,7.92,0,3
2026-08-29,6.5,21,14,77.5,11215,65.7,2.5,16.1,1,7.85,2,4
2026-08-30,7.1,10,9,62.8,5962,79.1,2.0,39.4,1,6.8,3,3
2026-08-31,6.5,62,9,53.1,6784,66.7,2.2,15.6,0,6.29,4,5
2026-09-01,6.6,39,16,64.3,4689,68.6,2.7,35.8,0,7.79,3,5
2026-09-02,6.0,32,6,74.0,6737,64.8,2.5,15.0,1,6.14,4,4
2026-09-03,6.6,46,8,67.6,8411,71.7,2.5,5.6,2,6.88,1,1
2026-09-04,5.8,16,10,57.4,3767,61.3,1.5,25.5,1,7.78,4,2
2026-09-05,6.1,39,6,70.8,8874,66.7,2.4,3.4,1,6.03,5,5
2026-09-06,7.1,18,10,65.5,7055,78.6,1.7,28.0,1,7.36,0,0
2026-09-07,7.1,19,8,57.8,7874,77.8,1.5,2.1,1,7.12,8,2
2026-09-08,6.9,41,9,69.3,5662,74.9,2.1,15.2,1,6.67,5,2
2026-09-09,6.4,39,14,67.2,7795,66.7,1.6,0.0,0,5.91,3,1
2026-09-10,6.7,25,10,52.6,11358,70.5,2.5,62.4,0,6.12,1,4
2026-09-11,6.8,10,4,71.1,7200,76.8,2.5,0.0,0,6.93,3,3
2026-09-12,6.3,10,13,69.7,3574,66.8,1.1,20.1,1,5.56,3,1
2026-09-13,7.4,10,10,73.8,10427,79.9,1.7,37.1,1,6.8,4,4
2026-09-14,7.1,15,11,58.4,9084,76.9,1.4,35.5,2,7.13,6,2
2026-09-15,6.7,10,5,65.0,8188,76.8,1.9,32.8,1,7.49,2,1
2026-09-16,6.8,67,8,73.6,9136,71.0,2.3,15.2,0,5.58,4,1
2026-09-17,6.8,48,8,59.4,8165,73.6,2.0,40.3,2,7.75,0,3
2026-09-18,5.9,43,12,77.5,11286,59.0,1.8,33.7,2,8.06,2,4
2026-09-19,6.7,22,7,74.1,9503,72.2,2.8,23.2,0,7.03,4,2
2026-09-20,6.5,19,15,69.8,7087,67.8,0.9,23.6,1,5.87,4,3
2026-09-21,6.4,10,7,67.1,10983,71.5,2.7,15.4,0,6.44,1,5
2026-09-22,6.6,22,3,62.3,11639,75.9,1.8,6.4,1,6.66,2,0
2026-09-23,7.5,13,9,57.6,9820,82.0,2.1,38.6,2,6.92,6,3
2026-09-24,7.0,10,13,67.1,8813,76.1,1.8,39.7,3,6.72,5,4
2026-09-25,6.5,29,7,50.0,6291,68.6,2.9,6.7,2,6.92,3,2
2026-09-26,7.0,12,6,61.2,9371,78.8,1.5,17.7,1,6.63,0,5
2026-09-27,7.3,10,6,58.6,8776,82.2,2.1,17.8,1,6.91,8,6
2026-09-28,7.1,10,5,57.5,7946,79.9,2.4,19.5,1,6.33,3,3
2026-09-29,6.8,10,7,67.4,9398,76.5,1.3,21.0,2,6.43,2,2
2026-09-30,6.5,60,7,57.3,8174,68.8,1.6,34.2,1,6.24,2,4
2026-10-01,7.0,26,15,73.3,9097,72.7,2.0,8.8,0,8.23,4,4
2026-10-02,6.9,10,8,71.9,10071,76.0,1.7,7.3,0,7.87,4,0
2026-10-03,7.1,23,9,74.0,5337,76.5,1.7,38.5,2,7.14,5,2
2026-10-04,7.0,10,10,61.3,5950,77.1,1.9,13.1,1,7.76,1,2
2026-10-05,7.2,34,13,65.6,6175,77.2,2.4,1.1,0,7.34,2,3
2026-10-06,6.5,13,9,73.1,11880,70.6,1.9,12.7,2,6.85,7,2
2026-10-07,7.3,10,11,62.7,9266,80.2,2.6,15.0,1,5.5,3,2
2026-10-08,6.8,44,8,61.9,9453,74.7,1.6,43.3,1,6.49,3,1
2026-10-09,7.6,10,7,63.0,10258,86.2,1.5,33.9,1,6.43,1,4
2026-10-10,6.5,10,12,66.2,5906,70.6,3.1,37.2,1,5.79,4,5
2026-10-11,7.4,10,7,55.3,3923,82.2,1.8,32.3,1,5.51,5,1
2026-10-12,6.8,39,8,50.0,7874,71.4,1.4,34.2,2,7.09,5,0
2026-10-13,6.5,10,11,61.1,9795,70.5,1.2,9.7,0,6.96,2,3
2026-10-14,6.5,10,6,50.8,7604,70.7,2.6,17.0,1,5.77,4,2
2026-10-15,6.6,12,10,60.9,5260,72.4,1.9,5.2,1,6.1,6,5
2026-10-16,6.9,27,6,75.4,6189,75.2,2.0,16.8,1,7.63,5,0
2026-10-17,6.9,40,12,52.3,5641,71.5,2.0,30.3,2,6.0,1,2
2026-10-18,6.5,13,7,70.6,6775,72.2,2.6,22.0,1,6.84,0,0
2026-10-19,6.7,11,9,74.9,5681,72.5,2.0,39.7,1,6.55,4,5
2026-10-20,7.6,29,3,51.0,8293,83.8,3.3,2.9,2,7.11,5,3
2026-10-21,7.4,10,9,75.4,6904,80.5,2.2,27.5,0,6.02,1,2
2026-10-22,6.9,10,11,64.9,9266,76.8,2.6,1.3,1,6.77,3,0
2026-10-23,6.7,23,12,75.8,6047,70.5,2.5,21.4,1,6.83,2,0
2026-10-24,6.8,27,10,68.0,8510,73.6,2.1,31.1,1,6.88,3,3
2026-10-25,7.0,10,6,61.9,7924,79.1,1.8,16.8,1,6.76,2,1
2026-10-26,6.3,26,14,50.0,8792,62.7,2.3,28.3,1,6.98,6,3
2026-10-27,6.6,10,5,59.1,9073,74.5,2.4,5.6,1,8.45,3,6
2026-10-28,6.1,16,8,74.5,9287,65.1,1.8,0.0,1,8.75,1,2
2026-10-29,6.9,26,6,76.3,9661,74.5,2.2,28.4,1,6.19,5,1
2026-10-30,7.0,10,10,55.2,9084,75.1,2.7,46.2,0,4.85,0,3
2026-10-31,6.5,23,5,66.9,8595,74.1,3.1,5.1,1,7.18,6,0
2026-11-01,7.4,19,8,60.1,6666,81.6,2.5,38.3,1,6.85,5,6
2026-11-02,6.2,20,8,71.8,9701,67.6,3.0,20.7,1,7.55,6,5
2026-11-03,6.1,31,8,69.9,6606,66.4,1.8,0.0,0,6.93,3,2
2026-11-04,6.8,10,5,63.3,7416,78.2,2.5,3.0,0,6.75,2,1
2026-11-05,7.1,10,15,68.8,6276,76.2,2.8,20.2,2,7.6,3,2
2026-11-06,7.4,21,16,58.2,6235,77.4,1.7,13.9,1,7.72,3,2
2026-11-07,6.5,25,10,67.4,7365,71.2,1.9,0.3,1,5.59,2,3
2026-11-08,7.1,10,12,69.6,7533,77.8,3.0,0.0,1,6.05,2,4
2026-11-09,6.7,24,4,61.4,6372,76.0,1.6,7.3,1,6.62,2,1
2026-11-10,6.6,35,4,64.2,8043,75.4,1.4,22.9,1,6.78,1,4
2026-11-11,7.1,10,15,60.7,8313,75.3,2.9,19.9,0,6.52,4,4
2026-11-12,7.0,39,7,68.3,6910,77.0,2.7,12.5,1,7.05,3,2
2026-11-13,6.1,22,10,72.0,12579,64.4,2.3,23.0,0,7.5,2,1
2026-11-14,7.3,19,11,59.9,8665,79.6,2.1,35.6,1,8.08,1,3
2026-11-15,7.3,35,12,66.1,8236,79.0,1.9,25.9,1,7.16,1,1
2026-11-16,6.5,10,10,50.0,6648,67.4,2.2,18.2,0,6.02,7,4
2026-11-17,6.9,10,12,71.5,8275,74.0,2.9,33.9,0,6.58,2,0
2026-11-18,6.9,11,9,71.7,8481,75.8,2.2,5.6,3,6.64,4,3
2026-11-19,6.8,10,10,62.4,7993,75.5,3.2,16.6,0,7.11,3,2
2026-11-20,6.5,57,6,62.6,10837,71.0,1.7,17.0,2,7.01,0,1
2026-11-21,6.4,10,11,67.4,4597,70.4,2.1,1.4,3,8.34,7,2
2026-11-22,6.7,10,11,60.1,7239,72.9,1.9,13.7,2,6.33,4,4
2026-11-23,7.2,16,10,58.8,9427,78.3,1.6,0.0,1,7.01,1,0
2026-11-24,6.9,10,8,67.5,6206,77.7,2.0,48.7,1,8.58,3,2
2026-11-25,6.6,14,10,72.9,4906,70.5,2.3,5.9,0,6.23,1,1
2026-11-26,7.0,21,5,67.2,6962,79.7,2.4,43.8,2,6.82,7,2
2026-11-27,5.6,30,12,92.4,10087,50.7,3.2,20.6,2,5.94,1,1
2026-11-28,7.2,11,7,72.9,6254,79.5,2.3,28.5,0,6.77,2,0
2026-11-29,6.0,19,12,75.1,7287,62.0,2.7,12.7,0,6.08,2,1
2026-11-30,6.6,10,9,72.1,8842,71.5,2.1,23.1,0,7.54,3,5
2026-12-01,6.3,33,15,69.3,6841,64.5,2.9,29.8,2,6.82,6,3
2026-12-02,6.2,62,11,72.6,7120,63.0,3.3,30.0,1,5.95,7,3
2026-12-03,7.2,13,12,65.6,6695,79.0,2.4,31.6,1,7.37,2,2
2026-12-04,6.5,27,15,74.8,6864,66.0,1.6,14.5,0,6.84,4,2
2026-12-05,6.8,31,10,63.9,5674,74.9,1.8,12.8,0,7.46,3,2
2026-12-06,6.7,10,9,64.3,7485,74.8,2.2,0.0,2,5.78,1,3
2026-12-07,6.9,51,8,73.8,10128,73.4,2.3,27.8,1,7.0,8,3
2026-12-08,6.7,23,10,63.1,11165,74.0,2.4,36.2,2,7.32,6,0
2026-12-09,6.2,60,9,62.5,10499,65.7,2.3,44.2,1,6.36,3,3
2026-12-10,7.1,10,8,59.3,8275,78.9,2.1,24.6,1,5.69,6,0
2026-12-11,6.5,59,10,72.8,11317,67.5,1.8,8.5,2,6.67,5,3
2026-12-12,6.1,44,12,88.4,12605,57.4,2.3,0.0,2,7.68,3,0
2026-12-13,6.5,33,6,61.2,8362,72.4,3.0,35.6,2,7.6,4,2
2026-12-14,7.3,15,17,68.1,6018,77.0,2.6,0.0,1,6.36,6,0
2026-12-15,7.0,10,12,65.9,10623,77.1,2.4,14.9,2,5.67,1,3
2026-12-16,6.6,46,11,75.1,5593,67.3,2.6,16.6,2,6.36,6,4
2026-12-17,6.5,25,12,71.7,6226,69.3,1.9,19.0,1,6.33,3,5
2026-12-18,6.6,10,18,75.5,3834,65.8,1.8,20.5,0,7.06,6,0
2026-12-19,7.5,10,15,64.5,9454,81.9,1.7,22.1,2,6.62,3,4
2026-12-20,6.8,14,9,60.0,3369,75.2,2.0,0.0,0,6.1,4,3
2026-12-21,6.9,23,6,61.0,9985,76.5,1.9,20.2,2,7.58,3,2
2026-12-22,7.1,12,2,66.0,11618,83.0,2.7,0.0,1,6.81,2,4
2026-12-23,6.8,43,14,69.4,11455,70.6,1.9,31.0,0,7.05,2,2
2026-12-24,6.6,10,9,64.4,5468,73.3,1.7,11.7,2,5.32,6,4
2026-12-25,6.6,24,17,81.1,4272,64.4,3.1,0.0,0,4.76,0,1
2026-12-26,6.7,10,8,73.3,6715,72.6,1.9,7.8,0,5.55,1,1
2026-12-27,6.7,35,8,52.1,9758,70.0,2.2,11.4,2,6.32,2,4
2026-12-28,7.0,14,5,64.3,10407,80.2,2.3,37.9,2,7.16,1,5
2026-12-29,6.7,28,10,59.3,9328,72.1,1.5,22.9,0,4.83,6,2
2026-12-30,7.0,10,6,78.5,9056,75.9,2.7,25.2,1,7.97,6,0
2026-12-31,6.6,46,4,51.2,12722,71.2,2.4,37.7,0,6.84,4,2
2027-01-01,6.7,40,6,69.4,7043,74.2,2.9,18.6,2,7.79,2,3
2027-01-02,5.9,44,11,71.5,6444,60.8,1.8,31.3,1,5.99,6,2
2027-01-03,7.0,12,10,70.5,5621,77.2,2.1,30.3,1,7.1,0,3
2027-01-04,6.8,29,11,68.2,8865,73.6,2.1,0.7,1,6.77,7,2
2027-01-05,7.1,10,4,79.1,7640,78.1,2.2,42.1,1,7.35,2,4
2027-01-06,5.5,54,11,78.8,9649,53.7,1.4,0.0,1,6.51,2,0
2027-01-07,7.5,40,9,50.0,7098,78.9,2.2,33.8,0,7.08,2,5
2027-01-08,6.6,42,7,76.7,9257,70.1,1.4,0.0,3,7.58,1,5
2027-01-09,7.1,10,12,65.8,7232,78.3,2.3,29.0,2,6.18,7,1
2027-01-10,6.3,33,9,78.6,7674,64.7,1.0,47.9,0,6.89,5,1
2027-01-11,6.9,10,9,63.2,7864,77.1,1.2,16.8,1,5.19,5,3
2027-01-12,6.2,38,5,61.3,4599,69.5,2.5,16.2,1,7.26,1,0
2027-01-13,6.4,33,12,59.1,7720,67.4,1.8,29.2,2,8.26,3,2
2027-01-14,7.4,10,9,70.3,9124,82.5,1.6,15.1,0,5.7,4,4
2027-01-15,6.6,10,9,72.6,6023,71.8,2.7,47.3,1,6.63,4,4
2027-01-16,6.8,13,10,62.1,11820,74.3,2.3,22.9,0,7.4,1,6
2027-01-17,7.0,10,10,50.0,8009,73.9,2.5,15.2,1,6.73,5,3
2027-01-18,6.9,10,4,73.4,6746,77.2,2.0,11.9,1,6.83,3,1
2027-01-19,6.7,27,4,52.1,6685,73.0,3.4,6.0,1,6.39,1,3
2027-01-20,6.8,23,8,81.2,10741,71.4,1.8,10.6,0,6.36,0,2
2027-01-21,7.6,10,4,51.8,6350,84.8,3.0,14.7,0,6.63,4,2
2027-01-22,6.6,10,7,66.9,8596,74.8,2.1,12.7,2,6.73,8,2
2027-01-23,6.7,40,9,67.9,9766,73.2,1.3,10.1,1,5.75,1,1
2027-01-24,7.1,47,5,67.2,9108,79.5,2.3,51.5,2,6.65,3,3
2027-01-25,7.1,10,10,66.8,6874,78.8,2.3,4.5,1,7.95,5,0
2027-01-26,7.1,10,7,65.2,9678,81.1,1.6,22.2,0,6.36,0,1
2027-01-27,6.9,26,13,62.4,8311,74.3,1.6,28.9,1,5.71,2,2
2027-01-28,6.2,20,8,67.4,4560,68.7,2.1,29.5,2,6.58,1,0
2027-01-29,7.3,10,17,58.9,10446,76.5,2.3,19.1,0,6.13,5,4
2027-01-30,6.2,42,8,69.8,6772,66.7,0.9,16.4,1,5.63,6,0
2027-01-31,6.8,10,5,53.8,7648,74.7,2.6,26.8,1,6.81,3,4
2027-02-01,6.4,51,9,70.4,8618,67.1,1.9,24.0,1,6.13,1,0
2027-02-02,6.6,22,4,66.2,6936,76.0,1.4,16.1,1,6.2,2,2
2027-02-03,6.8,10,8,72.0,9513,74.5,2.6,0.0,0,6.82,2,3
2027-02-04,6.8,17,9,64.0,5792,75.7,2.1,13.0,1,5.47,1,6
2027-02-05,6.8,17,10,70.1,6851,74.3,2.7,2.8,3,5.31,3,3
2027-02-06,7.3,10,10,67.4,10451,81.3,2.3,10.0,1,7.24,4,0
2027-02-07,6.8,47,11,64.9,8050,73.7,2.1,20.5,1,5.16,4,4
2027-02-08,6.6,23,8,69.7,5886,71.6,2.0,25.4,1,5.92,3,2
2027-02-09,7.0,23,11,55.4,8157,74.4,2.3,46.7,1,5.26,3,3
2027-02-10,7.1,32,8,73.8,8803,77.2,1.9,11.9,2,6.31,3,4
2027-02-11,6.2,10,16,65.4,4827,64.9,1.7,31.6,1,7.04,0,0
2027-02-12,6.9,26,5,64.3,11308,78.6,2.4,24.6,1,6.79,3,3
2027-02-13,6.9,11,18,58.0,11578,71.3,2.0,39.4,3,8.61,2,2
2027-02-14,6.5,39,13,62.0,8240,68.9,2.1,28.6,2,7.57,0,5
2027-02-15,7.2,10,13,75.5,7599,76.0,2.6,4.9,3,5.96,4,4
2027-02-16,6.6,19,5,68.0,8045,74.6,2.0,0.0,0,5.74,2,0
2027-02-17,6.7,10,10,64.5,9786,74.4,2.1,24.7,3,8.87,3,5
2027-02-18,6.6,30,10,65.0,8905,72.0,1.8,12.1,0,7.55,5,3
2027-02-19,6.6,30,8,66.8,8478,73.5,2.3,5.3,1,7.17,1,0
2027-02-20,6.2,13,7,74.0,10764,67.3,2.3,1.0,2,6.76,3,3
2027-02-21,6.1,15,11,71.0,10261,64.6,2.6,22.4,0,6.92,0,4
2027-02-22,7.3,10,3,65.1,6080,84.8,1.8,42.6,1,5.51,6,0
2027-02-23,6.3,10,7,62.0,9774,70.3,1.9,13.9,2,6.83,0,5
2027-02-24,6.2,43,10,66.7,10303,66.8,2.5,28.9,0,6.76,2,0
2027-02-25,5.8,26,7,72.2,8556,62.3,2.2,18.5,3,5.98,6,1
2027-02-26,6.4,10,12,67.9,9198,68.7,1.6,0.7,0,6.27,3,1
2027-02-27,6.1,21,10,66.6,7385,66.5,2.8,31.0,3,7.91,1,5
2027-02-28,7.3,10,12,60.0,5591,79.4,1.3,3.6,2,6.6,4,2
2027-03-01,7.0,10,11,67.9,11774,77.4,2.5,20.3,1,8.36,4,0
2027-03-02,6.4,10,6,71.4,5321,70.5,1.5,14.9,1,5.31,2,3
2027-03-03,7.5,10,10,69.3,11362,83.4,3.0,33.4,0,6.28,2,4
2027-03-04,7.0,41,7,66.3,7869,77.9,1.3,4.1,1,5.46,2,4
2027-03-05,6.5,29,13,53.0,10494,66.1,2.7,25.9,1,5.73,3,2
2027-03-06,5.6,23,10,88.4,8045,54.3,2.1,7.4,2,6.04,0,3
2027-03-07,7.5,16,11,62.2,9874,83.4,1.9,12.3,3,6.95,3,1
2027-03-08,6.1,20,6,66.8,8897,68.0,2.2,0.0,1,6.91,7,6
2027-03-09,6.0,17,11,69.7,6661,63.4,2.4,51.4,0,6.16,1,5
2027-03-10,7.0,10,8,62.0,8268,78.8,1.6,28.3,0,4.92,2,4
2027-03-11,7.6,10,8,56.3,7714,83.9,1.7,8.5,1,7.88,1,4
2027-03-12,7.2,10,11,68.4,9285,79.0,2.4,3.1,0,6.47,4,3
2027-03-13,6.8,20,9,64.7,8283,76.5,1.2,12.6,0,5.81,5,0
2027-03-14,6.9,15,9,65.1,8572,76.7,1.8,30.8,3,6.92,5,4
2027-03-15,7.0,10,11,50.0,5948,72.7,3.6,0.0,1,6.86,1,3
2027-03-16,6.9,10,6,63.8,5443,79.0,1.6,17.9,0,6.44,4,5
2027-03-17,6.7,31,14,58.8,8141,70.0,2.7,46.6,2,6.82,6,4
2027-03-18,6.7,10,5,63.0,8363,76.2,1.8,3.0,0,5.78,4,3
2027-03-19,6.6,37,8,68.7,5896,72.2,2.4,21.2,0,7.31,4,0
2027-03-20,6.3,10,10,64.1,9143,69.8,2.4,53.0,0,5.9,2,2
2027-03-21,6.5,10,13,64.1,9230,70.4,2.7,29.5,3,6.22,3,1
2027-03-22,5.9,10,13,71.0,8312,62.5,2.0,21.9,1,7.22,5,3
2027-03-23,6.6,11,6,63.6,8031,74.8,3.1,27.6,0,7.66,4,2
2027-03-24,6.2,46,11,61.5,5465,65.6,1.8,14.0,2,7.97,1,2
2027-03-25,6.2,38,7,57.1,5431,66.0,2.2,39.5,1,7.54,2,3
2027-03-26,6.7,39,7,68.9,8789,73.6,2.2,14.0,0,6.44,5,2
2027-03-27,7.2,23,6,60.5,6343,80.3,1.5,0.0,1,5.47,4,3
2027-03-28,7.0,10,10,53.4,6484,74.6,2.0,14.1,2,7.82,3,0
2027-03-29,6.0,24,8,78.8,8557,62.1,2.2,5.5,1,7.8,2,1
2027-03-30,6.2,11,7,71.3,12075,68.5,1.9,15.8,3,6.16,5,4
2027-03-31,7.0,42,8,56.7,7205,75.1,3.3,16.1,0,7.44,6,0
2027-04-01,6.2,10,6,64.0,12101,70.7,1.7,38.0,1,6.43,6,5
2027-04-02,6.5,40,3,74.7,7847,71.6,2.7,30.4,0,7.9,6,4
2027-04-03,6.8,35,6,64.6,9127,76.9,2.5,23.9,0,6.29,2,2
2027-04-04,6.2,63,9,66.0,9919,66.4,2.1,20.0,2,8.28,2,8
2027-04-05,6.6,12,11,72.0,10065,71.6,1.7,4.1,1,7.33,3,5
2027-04-06,6.1,43,8,68.5,8678,65.6,1.7,0.0,1,8.14,3,1
2027-04-07,6.4,70,9,76.8,7540,64.8,1.8,21.7,1,6.33,6,4
2027-04-08,6.7,10,6,63.4,9656,76.8,1.2,31.9,0,7.02,5,3
2027-04-09,6.0,10,7,66.2,8848,66.8,1.6,18.4,0,5.92,4,1
2027-04-10,6.8,10,9,66.2,7128,76.0,1.4,12.0,1,7.38,0,1
2027-04-11,6.6,35,11,73.8,10818,68.9,2.8,27.0,2,7.42,0,4
2027-04-12,6.8,10,7,67.6,8914,76.6,2.4,18.8,3,8.62,3,1
2027-04-13,6.7,12,7,67.3,6501,75.5,2.5,45.3,2,7.09,5,2
2027-04-14,7.1,22,7,58.6,6267,78.9,2.4,38.5,1,7.28,3,1
2027-04-15,6.6,24,8,60.1,11917,72.8,2.2,34.4,1,6.32,7,1
2027-04-16,6.4,32,8,74.6,7014,68.6,2.8,31.4,1,7.13,1,2
2027-04-17,6.6,25,13,74.3,9505,68.8,1.8,0.6,0,6.4,1,3
2027-04-18,6.8,43,6,73.2,8753,74.0,2.2,29.9,1,6.79,2,0
2027-04-19,6.6,10,8,72.5,9437,72.5,2.5,25.6,0,6.84,2,3
2027-04-20,6.6,10,8,70.1,11823,73.1,1.4,29.1,1,6.42,4,1
2027-04-21,6.3,10,10,71.4,9994,68.2,3.6,27.4,3,6.75,2,5
2027-04-22,6.3,42,2,69.3,9671,71.1,2.1,26.8,2,6.4,0,8
2027-04-23,6.0,48,6,73.8,7606,64.0,2.2,60.5,0,6.4,5,2
2027-04-24,7.3,20,11,63.2,6670,80.5,2.7,18.9,1,7.56,0,0
2027-04-25,6.1,52,6,73.4,12838,64.9,2.6,34.0,0,6.84,1,3
2027-04-26,6.3,10,6,74.9,7916,69.0,2.1,12.9,1,6.98,0,2
2027-04-27,6.3,59,9,59.7,7786,66.2,2.2,31.9,2,5.53,3,6
2027-04-28,6.9,46,9,72.9,8577,74.0,1.3,34.1,2,7.04,3,5
2027-04-29,6.5,38,6,67.2,8382,72.0,1.8,25.5,3,7.12,7,4
2027-04-30,7.1,49,3,74.8,11185,77.9,2.4,45.0,2,6.38,5,1
2027-05-01,6.3,10,9,77.3,9079,66.8,2.3,6.7,1,8.37,6,4
2027-05-02,6.7,10,9,59.3,5380,73.3,2.7,12.7,2,4.87,4,3
2027-05-03,6.3,12,10,68.7,6680,68.2,2.0,23.2,1,7.33,1,3
2027-05-04,7.4,23,11,50.0,8021,78.0,1.4,33.2,0,7.27,3,0
2027-05-05,6.1,10,13,66.7,10051,65.6,2.6,22.7,2,7.13,4,4
2027-05-06,6.7,35,9,69.0,4959,72.8,2.8,39.3,2,6.84,4,3
2027-05-07,6.8,45,7,71.7,8987,74.2,2.5,10.1,1,7.14,2,2
2027-05-08,6.7,33,7,66.7,9462,75.0,2.0,2.9,1,7.39,4,1
2027-05-09,6.5,28,6,70.6,9764,72.0,2.6,24.6,2,6.12,1,1
2027-05-10,6.5,10,14,62.4,7839,69.8,3.8,18.8,2,6.94,1,3
2027-05-11,6.6,10,12,66.9,10098,72.0,2.2,28.1,0,6.55,1,0
2027-05-12,6.5,47,10,63.3,6369,70.0,1.4,19.6,1,5.82,3,4
2027-05-13,7.0,31,12,67.2,9890,74.9,1.8,14.9,1,7.27,1,1
2027-05-14,7.5,10,3,72.4,7876,84.9,2.4,18.9,2,6.25,2,0
2027-05-15,6.4,16,8,67.8,8085,70.4,1.3,20.4,2,5.5,5,6
2027-05-16,6.0,10,9,60.3,8063,65.8,2.2,15.4,2,6.27,1,1
2027-05-17,6.5,10,14,68.7,9300,69.7,2.3,17.0,0,6.06,2,1
2027-05-18,7.6,44,11,66.9,5790,82.5,2.9,13.9,0,7.52,3,5
2027-05-19,6.3,10,7,62.3,9770,70.1,2.8,32.8,2,6.82,3,6
2027-05-20,7.2,15,11,72.5,9741,77.9,2.5,22.9,0,7.81,2,0
2027-05-21,7.2,31,16,59.6,7397,75.4,1.0,53.9,0,6.17,5,1
2027-05-22,6.4,10,11,62.9,8004,69.6,2.6,22.4,2,7.4,4,1
2027-05-23,6.8,22,14,53.5,6281,69.9,2.5,11.7,0,8.97,5,4
2027-05-24,7.2,30,7,65.8,5679,81.1,2.2,60.1,3,6.98,3,5
2027-05-25,6.4,24,10,80.6,8394,65.6,1.2,26.2,1,7.39,2,1
2027-05-26,6.5,80,12,70.1,8407,66.1,1.7,34.9,1,7.25,2,5
2027-05-27,6.3,10,13,63.2,7325,68.3,1.5,28.9,1,5.56,4,1
2027-05-28,6.2,49,12,72.8,5500,62.8,1.1,29.3,3,7.17,2,3
2027-05-29,6.3,22,12,74.1,8914,65.5,2.1,28.0,1,6.95,2,0
2027-05-30,6.1,44,6,77.7,7277,63.6,1.7,3.5,1,6.49,2,2
2027-05-31,6.6,30,6,58.5,6501,72.0,3.4,25.5,0,5.99,2,2
2027-06-01,6.3,11,10,79.6,10551,64.9,2.0,0.1,1,7.26,3,2
2027-06-02,6.7,25,7,68.2,6049,74.2,2.7,17.4,0,5.92,0,3
2027-06-03,5.9,10,7,82.6,9123,61.9,1.3,9.1,2,8.41,4,1
2027-06-04,6.7,32,9,67.6,5000,73.2,1.8,25.4,0,6.79,4,1
2027-06-05,6.9,23,12,69.6,5127,73.7,2.1,25.0,1,5.72,2,3
2027-06-06,5.8,46,10,64.5,8965,61.4,1.6,27.2,2,6.29,7,5
2027-06-07,6.7,41,7,73.3,7327,72.2,1.9,24.3,1,6.48,3,2
2027-06-08,7.1,22,13,57.2,5662,74.4,2.0,10.9,0,8.63,0,3
2027-06-09,6.1,32,8,71.5,9899,65.1,2.0,16.1,2,5.99,2,4
2027-06-10,7.2,10,13,60.9,8742,78.1,3.0,33.8,0,6.61,3,4
2027-06-11,6.7,10,4,65.8,3744,77.7,2.3,36.0,1,6.27,4,1
2027-06-12,6.3,50,9,76.2,9918,64.6,2.3,2.8,2,7.1,2,1
2027-06-13,6.5,51,9,64.8,5872,71.2,2.4,0.0,1,6.28,1,1
2027-06-14,6.8,14,3,73.9,4584,76.3,2.4,9.1,0,5.79,1,6
2027-06-15,6.6,22,13,64.2,6358,70.9,2.1,35.7,2,6.54,2,3
