timestamp,screen_time,productive_usage,social_usage,gaming_usage,notifications,unlock_count,study_score,study_hours,app_switching_frequency,notifications_during_study,break_frequency,phone_usage_during_study,completed_tasks
2026-12-02,290,67,59,60,22,74,30.6,2.1,34,8,2,18.9,5
2026-12-03,268,61,72,62,26,68,23.6,4.8,20,16,3,45.3,7
2026-12-04,271,62,55,77,25,70,24.5,3.0,22,8,5,61.9,10
2026-12-05,248,63,66,63,22,61,28.2,3.9,26,9,1,48.0,7
2026-12-06,280,79,54,71,29,62,39.0,3.4,10,2,5,51.6,4
2026-12-07,293,78,63,59,26,74,37.5,4.0,34,7,2,25.6,1
2026-12-08,259,71,49,56,27,60,37.0,3.6,22,11,1,6.2,3
2026-12-09,302,72,64,67,32,84,27.3,2.1,33,0,5,61.8,6
2026-12-10,281,86,78,54,24,79,41.7,4.6,14,9,4,72.0,4
2026-12-11,270,79,58,68,30,61,39.2,3.0,35,9,5,62.8,7
2026-12-12,259,90,60,54,28,60,50.0,1.8,26,8,4,29.0,4
2026-12-13,308,68,69,67,35,65,26.4,3.0,24,13,6,14.2,3
2026-12-14,301,62,63,76,30,78,20.4,5.2,22,10,4,15.8,2
2026-12-15,277,84,72,44,25,66,45.0,4.4,18,15,3,4.7,11
2026-12-16,297,74,66,59,33,75,31.2,3.1,30,3,4,33.1,9
2026-12-17,280,66,69,44,28,67,29.8,3.1,21,9,5,63.9,11
2026-12-18,274,79,47,61,32,60,41.2,3.1,4,8,2,32.5,8
2026-12-19,274,67,63,67,29,69,27.3,5.8,11,3,2,40.4,5
2026-12-20,280,81,54,60,27,76,40.1,3.9,19,13,3,59.8,10
2026-12-21,277,79,59,42,25,69,42.3,4.0,22,20,1,27.7,6
2026-12-22,284,71,66,73,28,65,31.0,4.6,20,8,3,71.6,7
2026-12-23,308,57,61,49,33,76,19.9,3.8,30,11,1,70.9,6
2026-12-24,318,64,56,72,27,81,24.0,3.2,4,8,3,32.6,0
2026-12-25,266,89,73,56,25,65,47.2,3.3,21,4,4,24.6,11
2026-12-26,291,91,71,55,24,67,49.4,3.4,5,0,2,47.6,7
2026-12-27,287,100,52,64,25,81,54.6,3.5,26,4,6,28.7,7
2026-12-28,292,78,69,74,27,65,35.5,4.3,19,1,1,14.2,6
2026-12-29,277,63,64,83,26,80,20.2,3.6,23,17,5,58.1,6
2026-12-30,292,87,65,60,30,72,43.5,4.3,13,7,4,56.9,4
2026-12-31,263,71,75,51,28,70,31.4,3.4,30,6,1,37.8,8
2027-01-01,335,67,64,67,37,84,21.8,3.6,28,12,7,12.3,2
2027-01-02,288,77,69,50,33,67,36.4,1.3,25,2,3,12.9,7
2027-01-03,295,92,65,71,33,80,43.7,4.5,19,4,2,36.9,8
2027-01-04,267,72,65,68,25,69,32.7,3.9,25,8,1,26.0,5
2027-01-05,274,74,56,77,28,67,33.2,4.6,14,13,3,28.9,7
2027-01-06,262,58,83,74,24,69,18.0,1.0,27,11,3,53.4,3
2027-01-07,306,75,38,65,31,75,35.8,5.8,33,9,3,48.2,3
2027-01-08,267,80,57,64,26,55,43.1,3.3,29,8,3,59.8,7
2027-01-09,281,73,59,55,24,61,37.5,4.7,14,10,4,17.2,8
2027-01-10,282,73,70,55,32,70,32.2,2.4,23,9,2,28.8,0
2027-01-11,291,76,52,63,34,71,34.8,4.2,10,3,1,48.7,8
2027-01-12,265,63,62,53,24,65,28.9,2.3,25,8,3,43.1,4
2027-01-13,297,51,70,61,31,72,13.2,2.8,24,3,1,62.6,5
2027-01-14,303,72,54,59,28,70,34.6,5.6,5,8,4,42.6,2
2027-01-15,275,71,62,70,27,61,32.8,3.3,11,6,2,68.3,3
2027-01-16,284,79,62,64,26,66,39.4,3.7,18,21,3,44.7,9
2027-01-17,294,97,59,74,27,77,50.5,4.5,18,8,5,54.1,6
2027-01-18,288,86,64,61,29,68,44.0,4.0,10,1,2,29.2,5
2027-01-19,270,53,60,52,21,72,20.6,3.7,23,7,5,35.3,6
2027-01-20,295,98,71,69,27,68,52.0,3.9,22,11,2,51.4,7
2027-01-21,307,80,68,63,42,82,31.3,6.1,18,16,6,64.0,7
2027-01-22,307,71,62,61,26,74,31.4,3.4,14,5,2,48.1,6
2027-01-23,293,88,64,60,28,71,45.2,3.7,28,0,2,33.5,9
2027-01-24,296,48,60,64,30,72,12.1,4.7,33,12,4,59.8,9
2027-01-25,279,68,74,61,27,72,27.4,4.7,16,1,2,0.0,7
2027-01-26,271,75,67,69,24,69,34.7,4.8,15,6,2,9.4,6
2027-01-27,284,74,63,71,31,71,31.5,4.2,24,7,2,47.3,8
2027-01-28,319,88,67,60,32,79,42.1,2.2,17,8,3,35.3,7
2027-01-29,277,85,79,84,25,66,38.8,5.3,19,11,5,45.9,9
2027-01-30,292,80,58,58,31,78,37.6,2.2,26,5,1,36.2,9
2027-01-31,291,70,71,64,27,73,29.3,3.8,5,7,3,45.3,3
2027-02-01,279,83,67,48,25,72,43.0,2.7,31,8,4,20.3,3
2027-02-02,307,67,62,63,32,77,25.9,3.4,21,9,3,45.3,4
2027-02-03,309,81,58,62,26,75,39.8,3.9,17,8,5,52.9,9
2027-02-04,325,66,71,64,37,93,18.7,3.9,19,10,3,57.0,1
2027-02-05,273,76,66,74,31,74,31.6,4.0,20,12,3,71.2,7
2027-02-06,291,58,76,81,30,70,16.3,5.3,6,10,4,39.4,7
2027-02-07,287,83,73,75,26,81,36.4,4.0,32,10,3,39.9,9
2027-02-08,275,69,66,63,24,73,29.6,3.2,20,0,2,7.6,7
2027-02-09,275,59,58,66,19,63,26.5,4.6,24,8,4,25.4,2
2027-02-10,288,63,81,79,33,76,17.6,4.8,28,10,2,31.5,3
2027-02-11,278,70,59,54,24,71,33.5,2.1,12,12,2,53.9,2
2027-02-12,271,64,71,72,28,68,23.6,4.2,24,5,2,24.0,4
2027-02-13,287,80,50,55,29,76,40.4,4.3,18,5,5,49.3,5
2027-02-14,269,70,77,76,21,68,29.3,3.2,27,5,1,35.0,3
2027-02-15,279,82,48,63,26,59,45.5,5.0,3,11,4,31.8,10
2027-02-16,291,70,62,55,25,66,33.7,3.3,19,13,3,39.5,2
2027-02-17,284,80,56,58,30,66,40.8,3.6,15,6,1,28.0,10
2027-02-18,282,73,76,59,30,80,29.1,3.3,23,13,3,27.3,10
2027-02-19,313,70,58,74,30,81,27.1,3.5,24,9,4,4.3,9
2027-02-20,307,62,69,78,28,79,19.8,2.3,14,7,4,30.5,4
2027-02-21,287,73,67,60,29,72,32.6,1.9,14,7,1,26.4,7
2027-02-22,271,80,53,56,30,63,42.2,5.3,19,12,5,25.7,2
2027-02-23,298,66,73,85,25,67,24.2,2.6,13,10,2,42.5,9
2027-02-24,324,73,64,73,38,85,25.1,2.4,27,19,4,46.9,6
2027-02-25,307,67,77,57,29,84,24.3,1.1,17,4,4,39.2,5
2027-02-26,267,92,69,68,26,70,47.2,2.8,2,11,2,52.9,2
2027-02-27,283,76,59,60,33,68,35.3,2.0,17,5,4,45.4,0
2027-02-28,275,74,63,52,27,66,36.4,5.3,12,4,2,29.7,3
2027-03-01,272,68,63,61,26,71,29.6,4.6,7,8,1,26.7,9
2027-03-02,303,81,71,51,27,75,39.8,2.7,10,9,5,40.6,5
2027-03-03,303,73,71,60,28,74,31.4,6.0,21,23,2,45.3,5
2027-03-04,313,72,59,61,29,75,31.9,4.6,31,7,2,60.2,8
2027-03-05,297,72,72,59,24,70,32.6,3.1,23,2,2,56.4,11
2027-03-06,286,62,68,74,22,70,23.4,1.0,15,9,3,25.3,10
2027-03-07,289,88,70,69,28,64,44.0,6.0,24,0,3,33.2,3
2027-03-08,273,82,69,58,23,71,41.2,2.0,16,8,4,47.1,0
2027-03-09,307,73,72,68,32,67,30.2,1.7,14,8,1,54.2,13
2027-03-10,275,72,57,78,26,74,30.3,4.6,11,12,2,51.9,13
2027-03-11,280,64,66,56,23,67,28.2,6.2,6,13,3,33.9,7
2027-03-12,282,58,73,51,32,69,20.1,5.0,17,5,6,12.4,2
2027-03-13,241,64,74,54,22,62,28.8,4.1,21,7,3,17.0,9
2027-03-14,300,84,74,68,31,73,37.9,4.2,19,4,5,39.9,6
2027-03-15,273,69,58,80,32,64,27.8,4.4,17,2,3,41.2,6
2027-03-16,297,83,82,73,29,75,35.7,4.3,12,10,2,15.2,9
2027-03-17,280,72,79,77,28,81,25.6,3.8,25,2,3,35.8,7
2027-03-18,280,64,58,43,32,73,27.6,3.6,9,6,3,46.4,2
2027-03-19,270,65,63,56,26,63,29.8,3.4,26,3,4,14.3,5
2027-03-20,308,75,71,54,34,75,32.0,2.7,12,11,5,54.9,8
2027-03-21,311,56,59,70,30,75,17.5,3.2,14,17,4,28.2,8
2027-03-22,302,65,70,63,30,70,24.8,1.6,8,1,5,57.6,7
2027-03-23,291,68,67,35,29,75,31.3,3.4,16,0,2,25.4,9
2027-03-24,289,81,76,72,27,70,36.1,2.4,28,7,2,16.5,5
2027-03-25,303,75,69,76,28,77,30.5,2.3,24,8,2,26.8,7
2027-03-26,285,74,49,85,26,58,35.8,3.7,28,9,3,33.3,0
2027-03-27,307,77,72,66,26,80,32.9,5.0,24,6,2,28.0,5
2027-03-28,273,83,75,71,25,65,39.6,4.5,11,7,4,31.1,8
2027-03-29,302,73,65,53,29,70,33.7,1.8,17,10,2,41.0,5
2027-03-30,307,62,67,48,31,69,25.1,2.4,14,13,3,31.9,5
2027-03-31,271,74,67,77,26,63,33.3,4.5,31,0,4,33.8,3
2027-04-01,275,64,61,70,30,66,25.2,2.4,10,6,1,4.2,9
2027-04-02,287,51,85,77,31,76,8.3,3.3,27,9,6,42.1,8
2027-04-03,294,74,59,62,33,71,32.9,4.1,27,3,3,33.4,8
2027-04-04,278,77,73,89,27,74,30.7,2.4,35,17,1,64.0,1
2027-04-05,289,76,73,68,27,73,32.6,3.6,17,5,3,18.1,6
2027-04-06,257,77,62,57,21,73,38.9,2.0,26,8,3,2.5,5
2027-04-07,299,83,58,62,33,72,40.3,2.8,38,11,3,46.1,5
2027-04-08,300,62,65,49,26,77,25.6,3.9,15,5,4,41.2,4
2027-04-09,311,68,71,56,28,83,26.5,1.7,8,0,4,16.8,5
2027-04-10,296,59,68,61,30,77,19.5,4.0,5,6,3,7.5,9
2027-04-11,282,77,80,80,27,69,31.2,3.5,26,13,4,62.7,0
2027-04-12,273,84,61,64,31,65,42.3,4.1,5,6,3,60.5,11
2027-04-13,276,67,61,76,25,59,29.4,3.7,17,4,6,0.0,7
2027-04-14,287,79,73,64,28,70,36.4,5.0,23,13,1,26.8,6
2027-04-15,275,64,53,55,21,64,32.2,3.6,21,6,3,65.0,9
2027-04-16,277,78,62,70,31,66,36.4,3.0,23,5,3,26.4,2
2027-04-17,288,50,65,57,23,72,16.2,3.6,22,9,4,26.2,4
2027-04-18,264,87,66,61,33,58,45.2,4.1,30,12,2,29.9,6
2027-04-19,273,61,62,85,26,63,22.3,3.6,12,20,1,14.8,10
2027-04-20,292,74,52,71,28,74,33.3,3.5,15,12,3,4.3,6
2027-04-21,292,86,78,57,29,66,42.7,2.7,14,14,3,53.9,7
2027-04-22,301,60,77,72,26,75,18.9,2.8,27,5,5,1.8,4
2027-04-23,291,89,53,56,31,65,49.0,2.0,27,3,1,39.5,7
2027-04-24,289,93,72,48,27,74,49.5,5.4,24,8,5,51.0,11
2027-04-25,298,79,65,76,28,77,34.0,2.1,29,9,7,8.9,9
2027-04-26,291,72,71,68,32,79,27.4,2.7,11,3,2,18.4,6
2027-04-27,274,70,69,63,22,74,30.8,2.7,33,7,1,56.8,8
2027-04-28,277,78,55,49,27,70,40.4,4.5,32,10,2,44.6,8
2027-04-29,314,79,73,62,31,69,36.1,3.2,26,10,3,23.9,8
2027-04-30,337,52,62,67,34,84,10.9,4.9,34,11,4,56.6,9
2027-05-01,300,69,46,54,28,77,32.4,2.8,7,9,2,56.7,9
2027-05-02,274,66,68,66,26,68,27.2,3.8,16,5,5,39.8,6
2027-05-03,317,64,54,81,37,87,18.8,2.6,14,5,1,18.8,8
2027-05-04,282,65,76,68,29,77,22.1,5.9,26,2,1,27.6,5
2027-05-05,295,59,64,71,27,73,20.0,2.2,12,17,5,40.2,3
2027-05-06,289,87,67,61,30,75,42.5,3.8,26,8,1,31.6,5
2027-05-07,292,66,71,55,29,65,28.1,4.2,31,7,3,51.9,6
2027-05-08,282,70,68,60,30,71,29.9,4.0,26,3,8,7.5,1
2027-05-09,308,69,62,76,30,70,27.1,3.3,22,23,3,8.1,9
2027-05-10,286,66,76,64,26,70,26.1,3.4,12,3,1,38.3,0
2027-05-11,298,76,66,63,24,71,35.8,3.5,13,6,3,26.2,14
2027-05-12,298,68,58,60,33,71,29.0,3.3,30,10,3,23.7,11
2027-05-13,287,78,70,53,30,67,37.3,4.6,26,11,3,3.2,5
2027-05-14,267,87,66,79,27,64,43.1,5.9,20,13,4,35.4,6
2027-05-15,277,61,67,63,29,66,23.0,2.9,17,17,1,34.1,7
2027-05-16,300,75,68,60,33,78,31.1,2.0,4,11,6,46.8,4
2027-05-17,294,74,67,66,24,72,33.9,3.4,11,3,3,36.2,7
2027-05-18,277,60,79,60,27,69,21.1,6.3,35,7,4,32.6,6
2027-05-19,290,78,61,69,23,73,37.5,2.6,10,10,2,56.2,6
2027-05-20,293,69,50,59,28,74,31.5,5.3,22,18,5,11.4,7
2027-05-21,298,87,67,67,30,69,42.9,5.3,28,1,3,44.7,2
2027-05-22,317,81,74,65,30,77,35.9,2.9,10,14,3,4.9,6
2027-05-23,255,71,55,84,30,65,30.3,4.1,21,9,2,19.9,6
2027-05-24,308,69,70,85,29,72,25.1,5.3,28,12,2,13.2,6
2027-05-25,293,89,56,73,26,68,46.2,3.1,20,7,4,49.1,5
2027-05-26,274,66,74,65,27,62,27.2,3.3,43,4,2,33.8,9
2027-05-27,292,74,67,74,26,74,31.5,2.9,7,12,2,34.8,5
2027-05-28,311,71,60,73,28,76,28.9,2.4,28,11,2,15.1,7
2027-05-29,316,83,55,61,34,78,39.5,2.8,19,13,4,29.6,10
2027-05-30,275,84,85,49,30,59,42.3,2.2,26,8,2,21.3,6
2027-05-31,277,77,86,47,28,69,35.3,3.5,24,5,3,41.9,7
2027-06-01,271,66,59,64,28,68,28.3,2.7,14,0,3,17.2,6
2027-06-02,293,70,59,61,35,74,28.6,3.8,22,12,1,58.9,10
2027-06-03,294,59,68,60,29,80,19.2,1.8,5,10,1,4.8,5
2027-06-04,305,74,64,58,27,72,34.2,3.9,25,3,4,20.5,10
2027-06-05,297,63,65,57,31,76,23.7,4.4,22,5,2,65.2,6
2027-06-06,304,94,70,72,32,77,44.6,1.3,25,6,5,27.2,3
2027-06-07,269,66,83,35,29,69,28.3,3.9,28,1,4,11.3,8
2027-06-08,316,81,79,72,35,77,32.7,4.9,23,4,4,38.9,5
2027-06-09,310,86,65,63,33,81,39.9,2.2,21,2,6,26.4,8
2027-06-10,282,79,73,80,29,66,34.6,5.3,13,6,3,20.0,0
2027-06-11,278,66,53,68,29,67,28.6,4.0,14,4,4,15.3,6
2027-06-12,302,65,69,48,31,74,26.6,2.7,29,0,2,84.8,5
2027-06-13,267,101,66,47,21,65,60.2,3.4,31,18,7,30.5,3
2027-06-14,279,91,76,54,22,71,48.4,4.1,18,14,6,0.3,4
2027-06-15,275,74,73,68,24,70,32.9,3.6,20,4,3,61.9,4
2027-06-16,289,68,70,49,31,73,28.4,4.1,13,9,4,46.0,6
2027-06-17,284,62,72,67,27,77,21.6,2.5,29,10,5,21.2,2
2027-06-18,279,65,64,73,28,68,25.3,3.7,25,14,3,18.2,7
2027-06-19,277,78,76,61,32,74,33.7,1.9,36,4,2,47.1,10
2027-06-20,281,94,72,57,31,64,49.9,3.4,13,13,4,30.6,7
2027-06-21,273,70,67,44,20,67,35.8,2.5,17,5,3,0.3,8
2027-06-22,299,83,69,81,32,74,35.5,2.7,22,1,3,67.2,9
2027-06-23,308,80,75,84,30,70,33.1,4.9,25,12,2,27.2,10
2027-06-24,297,68,76,78,27,74,24.5,4.7,18,14,1,61.9,12
2027-06-25,312,81,65,63,30,78,36.9,4.2,13,21,3,58.0,5
2027-06-26,278,81,61,65,26,72,39.8,2.3,27,2,4,17.0,4
2027-06-27,280,80,65,73,24,72,37.8,3.2,26,11,3,53.6,8
2027-06-28,298,67,65,67,30,68,26.9,4.8,13,6,5,23.3,8
2027-06-29,300,78,69,35,36,80,36.0,3.7,31,12,2,1.4,8
2027-06-30,291,83,78,75,32,70,35.6,6.1,29,1,1,27.4,12
2027-07-01,291,80,65,78,22,69,38.5,3.9,21,2,3,42.2,6
2027-07-02,275,82,71,77,28,71,36.5,3.7,21,4,3,26.7,7
2027-07-03,251,69,67,71,26,67,29.2,3.2,24,8,4,29.5,3
2027-07-04,300,82,69,76,26,72,37.4,3.6,13,5,2,55.6,12
2027-07-05,306,84,71,52,26,76,41.5,3.3,20,11,5,36.9,5
2027-07-06,285,66,78,65,31,75,23.2,4.3,3,13,6,19.8,5
2027-07-07,283,57,70,59,28,66,20.4,4.6,27,11,3,47.6,5
2027-07-08,282,87,48,81,26,56,47.4,2.6,8,16,5,38.6,4
2027-07-09,286,66,67,68,30,74,24.8,2.0,32,10,1,0.0,4
2027-07-10,307,63,81,64,37,81,17.5,1.5,17,2,5,42.7,4
2027-07-11,277,73,78,56,28,61,33.6,4.1,18,15,5,42.1,2
2027-07-12,301,68,75,56,30,75,26.8,2.3,15,5,4,35.4,4
2027-07-13,284,51,78,55,28,68,15.2,1.1,18,13,3,51.1,12
2027-07-14,262,80,75,74,24,66,36.9,3.9,31,16,1,22.9,8
2027-07-15,287,79,78,72,31,61,35.4,6.2,2,10,2,41.1,9
2027-07-16,316,60,60,69,31,72,21.3,3.5,30,1,2,6.8,10
2027-07-17,281,70,68,74,29,72,27.8,4.4,23,3,2,42.3,12
2027-07-18,288,60,70,58,33,71,21.0,3.6,10,15,3,70.2,1
2027-07-19,292,62,69,48,31,80,22.7,3.4,11,7,2,17.1,2
2027-07-20,295,65,64,73,25,76,24.3,4.5,33,8,2,21.3,4
2027-07-21,315,76,70,66,27,73,33.6,3.2,12,12,1,22.2,5
2027-07-22,280,91,55,75,31,73,45.1,3.8,11,11,2,37.3,5
2027-07-23,292,66,73,71,28,81,23.0,3.9,29,9,5,15.9,5
2027-07-24,303,79,64,66,31,75,35.4,2.8,23,7,2,42.6,7
2027-07-25,281,78,52,68,25,72,38.9,4.6,12,6,2,50.2,6
2027-07-26,293,49,69,80,31,77,8.2,3.3,22,12,2,44.6,4
2027-07-27,307,57,81,63,36,75,13.7,2.7,12,11,4,3.2,0
2027-07-28,284,91,54,74,28,60,49.2,4.1,29,7,4,52.9,3
2027-07-29,290,65,67,69,30,75,23.8,2.5,28,13,1,51.9,4
2027-07-30,275,75,56,50,31,72,36.4,3.5,24,7,5,49.9,5
2027-07-31,307,74,71,53,35,83,29.2,3.5,23,4,5,41.7,3
2027-08-01,295,49,76,66,27,68,12.2,4.7,34,4,1,39.0,5
2027-08-02,286,64,63,61,29,66,26.3,4.0,20,3,2,53.6,3
2027-08-03,288,78,66,57,32,68,36.5,3.5,11,7,2,69.6,6
2027-08-04,292,61,68,77,33,72,18.7,4.4,24,14,2,17.8,3
2027-08-05,298,67,79,51,28,77,25.8,5.0,37,4,3,54.4,3
2027-08-06,283,58,58,64,26,65,23.4,4.1,12,9,1,33.4,2
2027-08-07,284,62,66,58,27,75,23.9,3.5,17,5,1,32.7,6
2027-08-08,289,65,82,81,27,76,20.2,2.1,23,7,5,7.3,3
2027-08-09,295,52,64,92,28,78,10.0,2.3,20,0,2,29.9,9
2027-08-10,317,82,66,63,32,77,37.1,3.2,12,7,5,17.0,7
2027-08-11,281,56,71,75,26,59,19.6,2.8,29,7,4,26.7,6
2027-08-12,268,68,88,79,31,75,21.4,3.3,39,11,1,15.2,4
2027-08-13,314,63,61,75,30,75,21.8,3.6,22,9,4,26.9,7
2027-08-14,280,81,76,74,26,73,35.8,4.1,13,2,3,27.7,8
2027-08-15,315,58,60,49,27,79,22.0,3.4,8,13,2,36.7,6
2027-08-16,312,62,62,78,34,83,18.1,4.0,22,9,3,5.9,11
2027-08-17,301,57,66,70,26,75,18.2,3.6,29,9,4,9.0,7
2027-08-18,311,46,73,64,32,78,7.0,1.3,24,8,4,41.5,9
2027-08-19,266,75,65,66,28,67,34.7,2.5,20,5,5,20.6,6
2027-08-20,273,70,71,69,18,70,31.9,3.3,15,9,4,54.3,8
2027-08-21,297,72,64,64,25,68,33.5,2.2,11,10,1,39.1,4
2027-08-22,287,78,71,63,27,81,34.2,4.2,27,0,2,45.9,5
2027-08-23,281,71,60,57,33,70,31.5,5.2,27,5,7,60.4,7
2027-08-24,305,66,60,72,29,79,24.2,4.8,8,7,4,29.4,7
2027-08-25,297,73,66,65,28,81,29.8,3.3,33,9,7,24.7,8
2027-08-26,309,65,75,59,28,77,24.1,5.1,25,14,5,50.7,9
2027-08-27,288,81,72,68,26,66,39.0,3.7,31,4,3,44.2,2
2027-08-28,293,66,64,67,27,68,27.7,3.1,9,6,3,31.6,3
2027-08-29,317,69,61,72,29,76,27.2,2.8,9,5,3,60.0,7
2027-08-30,274,76,78,66,25,70,33.8,3.2,19,4,1,31.2,4
2027-08-31,292,93,81,73,27,75,44.4,3.1,24,6,3,35.6,15
2027-09-01,280,60,74,64,26,75,20.2,3.7,34,12,5,35.4,8
2027-09-02,319,58,73,65,34,72,16.9,3.7,26,3,2,18.2,6
2027-09-03,330,67,53,70,29,83,26.2,3.5,18,10,4,36.4,4
2027-09-04,297,62,75,71,27,77,20.5,4.0,12,0,4,60.1,5
2027-09-05,301,77,83,79,28,78,29.2,4.8,30,5,2,43.0,6
2027-09-06,292,72,79,77,29,60,29.3,4.5,12,6,2,35.6,6
2027-09-07,292,59,79,66,26,71,19.2,1.9,33,16,1,32.1,5
2027-09-08,295,77,57,53,35,77,35.5,1.0,18,7,2,41.0,5
2027-09-09,274,88,65,74,29,64,44.3,4.5,33,0,1,48.5,10
2027-09-10,304,62,69,72,33,70,20.3,2.0,25,0,2,46.0,10
2027-09-11,279,73,65,69,28,72,31.5,3.3,19,8,5,29.0,7
2027-09-12,289,48,61,75,33,73,9.4,2.2,16,11,2,40.8,2
2027-09-13,295,66,74,63,26,74,25.7,1.5,17,10,3,43.6,8
2027-09-14,283,73,79,51,26,67,33.6,4.1,23,9,2,16.9,11
2027-09-15,303,68,59,58,27,69,31.1,4.3,21,14,5,38.0,10
2027-09-16,287,71,79,38,28,76,31.5,2.9,15,5,5,0.0,8
2027-09-17,310,62,72,71,35,94,14.6,1.0,19,12,4,43.7,10
2027-09-18,281,82,84,66,34,62,36.7,2.9,21,0,3,46.9,6
2027-09-19,292,66,77,76,32,78,20.3,3.9,3,3,3,48.5,8
2027-09-20,278,57,72,75,27,68,18.2,1.9,24,0,1,27.9,4
2027-09-21,309,69,72,62,34,78,25.5,3.7,12,7,6,40.6,7
2027-09-22,290,79,71,59,33,72,35.3,3.5,11,8,2,60.6,10
2027-09-23,286,75,85,59,32,82,28.4,4.1,7,9,4,60.4,4
2027-09-24,292,64,76,86,28,68,21.2,3.6,6,8,5,34.5,3
2027-09-25,293,87,68,66,28,70,43.4,2.4,9,3,2,37.5,6
2027-09-26,301,69,75,64,28,75,26.7,4.8,14,7,5,55.0,5
2027-09-27,303,52,75,70,29,78,11.9,3.3,36,1,4,8.0,8
2027-09-28,292,75,68,51,26,79,34.9,3.5,16,15,6,29.2,5
2027-09-29,294,68,64,63,29,75,27.7,2.5,21,6,2,59.0,11
2027-09-30,248,69,81,59,24,63,30.3,3.0,23,6,1,52.6,2
2027-10-01,288,78,69,56,26,69,38.3,2.5,21,16,2,41.6,10
2027-10-02,316,67,69,65,39,81,21.6,3.3,19,2,3,7.9,4
2027-10-03,302,67,76,68,31,71,24.2,5.4,10,2,3,34.1,1
2027-10-04,279,57,67,55,31,70,20.0,2.0,32,3,2,24.4,7
2027-10-05,289,64,73,64,32,71,23.0,1.7,34,8,1,41.0,5
2027-10-06,286,72,68,68,34,66,29.6,5.1,7,10,4,20.4,3
2027-10-07,311,63,51,72,28,85,23.0,3.3,12,12,6,16.5,1
2027-10-08,310,53,74,64,29,72,14.2,2.8,18,21,4,0.0,6
2027-10-09,283,76,73,71,22,68,34.9,4.6,12,0,4,57.0,9
2027-10-10,295,76,74,64,24,65,36.1,2.8,24,11,4,27.8,8
2027-10-11,278,76,55,80,24,68,36.0,5.5,14,5,4,37.8,6
2027-10-12,286,60,61,73,28,73,21.0,4.2,37,5,4,35.0,7
2027-10-13,286,69,81,61,28,67,28.3,3.0,30,5,4,15.8,6
2027-10-14,285,72,72,62,38,62,29.4,5.9,22,3,3,12.3,2
2027-10-15,301,75,56,71,31,73,33.1,2.8,28,16,2,16.9,2
2027-10-16,316,75,72,62,34,78,30.4,4.3,29,12,3,22.0,5
2027-10-17,295,55,59,48,29,72,20.9,3.8,15,8,3,41.6,6
2027-10-18,280,86,67,70,24,77,41.9,4.9,13,15,3,20.7,9
2027-10-19,299,57,74,64,30,76,16.9,5.2,21,0,3,66.4,8
2027-10-20,299,53,74,74,25,75,13.6,3.5,27,1,4,53.5,8
2027-10-21,293,40,80,68,28,74,2.5,2.7,21,0,4,49.6,5
2027-10-22,324,76,75,74,34,82,27.9,4.0,7,5,5,32.8,2
2027-10-23,299,84,76,93,28,72,34.8,2.8,14,9,3,62.3,7
2027-10-24,304,63,69,80,31,71,20.4,5.7,19,9,1,31.1,8
2027-10-25,262,51,65,64,24,77,15.2,3.7,19,9,2,34.4,0
2027-10-26,281,78,72,72,24,69,35.7,3.1,36,1,3,38.1,3
2027-10-27,304,56,80,69,31,75,14.3,3.7,9,12,1,47.6,4
2027-10-28,300,75,79,70,33,75,29.0,2.0,24,9,5,46.5,6
2027-10-29,290,60,70,52,32,68,22.3,2.4,32,12,3,26.4,4
2027-10-30,303,65,71,78,29,76,21.4,4.8,38,0,4,25.4,6
2027-10-31,310,72,65,44,24,71,36.0,2.8,17,10,5,46.5,5
2027-11-01,289,72,81,67,29,75,27.8,2.3,24,2,2,47.9,6
2027-11-02,287,70,85,50,32,70,28.2,4.1,25,6,4,27.9,4
2027-11-03,292,84,76,60,25,78,39.4,4.8,22,11,3,6.4,4
2027-11-04,304,86,59,70,35,78,39.5,4.3,19,8,3,31.3,3
2027-11-05,288,87,78,76,22,73,41.2,4.6,23,4,2,46.2,7
2027-11-06,309,67,85,78,32,73,21.0,2.7,2,8,5,67.5,8
2027-11-07,289,70,63,66,31,72,28.9,1.9,25,0,2,13.4,4
2027-11-08,288,83,79,78,33,75,33.8,5.2,21,14,4,27.3,11
2027-11-09,332,62,71,67,34,83,18.4,3.1,18,7,1,28.0,5
2027-11-10,278,65,82,60,26,62,26.0,3.2,36,14,5,59.4,11
2027-11-11,308,69,63,71,31,81,25.6,5.0,15,5,5,34.4,4
2027-11-12,269,69,69,58,24,71,30.4,4.1,17,5,3,18.7,0
2027-11-13,306,66,60,66,24,69,28.8,4.0,36,4,3,45.1,7
2027-11-14,337,59,75,63,32,84,16.5,5.9,13,12,4,27.7,7
2027-11-15,312,77,77,52,32,82,32.5,2.8,16,4,6,13.0,6
2027-11-16,317,65,75,71,34,76,20.6,4.5,19,11,1,18.9,4
2027-11-17,295,70,68,69,28,67,29.8,3.6,27,6,4,66.2,6
2027-11-18,311,69,69,79,35,72,23.8,3.8,22,0,2,41.9,4
2027-11-19,300,75,70,49,29,74,35.0,5.2,10,5,3,36.9,5
2027-11-20,327,73,80,61,34,86,26.2,4.1,16,2,3,30.5,9
2027-11-21,280,66,61,79,30,64,26.1,4.1,15,8,2,40.3,7
2027-11-22,315,65,70,73,31,73,22.3,4.7,19,2,3,40.0,8
